"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","주야과정","계열명","학과명","적재일시"
"중학교","사립","7051200","재현중학교","Jaehyun Middle School","서울특별시북부교육지원청","01717","서울특별시 노원구 덕릉로82길 64","(중계동/재현중/고등학교)","02-932-4816","http://jaehyun.sen.ms.kr","02-6000-9358","남여공학","","N","일반계","","전기","주간","19710303","19710401","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051199","을지중학교","Eulji Middle School","서울특별시북부교육지원청","01741","서울특별시 노원구 덕릉로 580","(중계동)","02-938-7083","www.eulji.ms.kr","02-932-8294","남여공학","","N","해당없음","","전기","주간","20040301","20040301","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051198","월계중학교","Wolgye Middle School","서울특별시북부교육지원청","01877","서울특별시 노원구 월계로45가길 54","(월계동)","02-993-3115","http://www.iwolgye.ms.kr","02-990-7450","남여공학","","N","일반계","","전기","주간","19810409","19810422","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051197","온곡중학교","Ongok Middle School","서울특별시북부교육지원청","01678","서울특별시 노원구 노원로 492","(상계동/온곡중학교)","02-934-8908","http://ongok.sen.ms.kr","02-930-9283","남여공학","","N","일반계","","전기","주간","19910121","19910506","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","사립","7051196","염광중학교","Yumkwang Middle School","서울특별시북부교육지원청","01874","서울특별시 노원구 월계로45가길 9","/ 노원구 월계동 820 (월계동)","02-906-1102","http://www.yumkwang.ms.kr","02-996-8145","남여공학","","N","일반계","","전기","주간","19651229","19661002","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051195","신창중학교","Sinchang Middle School","서울특별시북부교육지원청","01874","서울 노원구 월계로45길 92","(월계동/신창중학교)","02-904-4206","http://www.sc.ms.kr","02-998-2696","남여공학","","N","일반계","","전기","주간","19840506","19840506","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051194","신상중학교","Sinsang Middle School","서울특별시북부교육지원청","01755","서울특별시 노원구 동일로216길 42","(상계동/신상중학교)","02-932-0595","http://www.sinsang.ms.kr","02-935-6387","남여공학","","N","일반계","","전기","주간","19880202","19880504","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051193","신방학중학교","Sinbanghak Middle School","서울특별시북부교육지원청","01359","서울특별시 도봉구 시루봉로 156","/ 신방학중학교 (방학동)","02-956-8234","http://www.sbh.ms.kr","02-956-2845","남여공학","","N","일반계","","전기","주간","19940105","19940504","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051192","신도봉중학교","Sindobong Middle School","서울특별시북부교육지원청","01443","서울특별시 도봉구 도봉로115길 16","(쌍문동)","02-992-3462","http://www.sindobong.ms.kr","02-992-3468","남여공학","","N","일반계","","전기","주간","19680806","19681001","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051191","수락중학교","Surak Middle School","서울특별시북부교육지원청","01602","서울특별시 노원구 동일로 1729","/ 수락중학교 (상계동)","02-2092-1900","http://www.surak.ms.kr","02-3392-2074","남여공학","","N","일반계","","전기","주간","20020301","20020504","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","사립","7051190","선덕중학교","Sunduck Middle School","서울특별시북부교육지원청","01375","서울특별시 도봉구 시루봉로 53","/ 선덕중학교 (쌍문동)","02-993-4112","http://www.sunduck.ms.kr","02-992-0239","남여공학","","N","일반계","","전기","주간","19790131","19790915","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051189","상원중학교","Sangwon Middle School","서울특별시북부교육지원청","01670","서울특별시 노원구 수락산로 182","(상계동)","02-930-0761","http://sangwon.sen.ms.kr","02-930-0764","남여공학","","N","일반계","","전기","주간","19930115","19930607","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","사립","7051188","상명중학교","Sangmyung Middle School","서울특별시북부교육지원청","01758","서울특별시 노원구 덕릉로 553","/ 상명중학교 (중계동)","02-971-6213","http://sangmyung.sen.ms.kr","02-971-6216","남여공학","","N","일반계","","전기","주간","19371201","19371201","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051187","상계중학교","Sanggye Middle School","서울특별시북부교육지원청","01705","서울특별시 노원구 노원로 398","(상계동/ 상계중학교)","02-936-6450","http://sanggye.sen.ms.kr","02-933-9025","남여공학","","N","일반계","","전기","주간","19860301","19860501","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051186","상계제일중학교","Sang-gye Jeil Middle School","서울특별시북부교육지원청","01716","서울특별시 노원구 덕릉로86길 29-15","/ 상계제일중학교 (중계동)","02-930-3543","http://www.sanggyejeil.ms.kr","02-937-0026","남여공학","","N","일반계","","전기","주간","19710116","19710116","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051185","상경중학교","Sanggyung Middle School","서울특별시북부교육지원청","01619","서울특별시 노원구 동일로227길 61","(상계동/ 상경중학교)","02-939-3951","https://sanggyung.sen.ms.kr/","02-933-7565","남여공학","","N","일반계","","전기","주간","19881224","19890427","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051184","불암중학교","Bulam Middle School","서울특별시북부교육지원청","01747","서울특별시 노원구 한글비석로5길 45","/ 불암중학교 (하계동)","02-975-4047","http://bulam.ms.kr","02-948-3098","남여공학","","N","일반계","","전기","주간","19921227","19930301","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051183","북서울중학교","Bukseoul Middle School","서울특별시북부교육지원청","01305","서울특별시 도봉구 도봉로169가길 33","(도봉동)","02-956-1004","https://bukseoul.sen.ms.kr","02-955-8290","남여공학","","N","일반계","","전기","주간","19841208","19851208","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051182","백운중학교","Baekwoon Middle School","서울특별시북부교육지원청","01432","서울특별시 도봉구 도봉로129길 50","(쌍문동)","02-998-4035","http://www.baekwoon.ms.kr","02-998-4034","남여공학","","N","일반계","","전기","주간","19920301","19920506","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051181","방학중학교","Banghak Middle School","서울특별시북부교육지원청","01358","서울특별시 도봉구 시루봉로 188","/ 방학중학교 (방학동)","02-956-8343","http://www.banghak.ms.kr","02-955-6260","남여공학","","N","일반계","","전기","주간","19820117","19820415","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051180","도봉중학교","Dobong Middle School","서울특별시북부교육지원청","01329","서울특별시 도봉구 마들로 671","(도봉동/도봉중학교)","02-954-4117","http://www.dobong.ms.kr","02-955-9112","남여공학","","N","일반계","","전기","주간","19710901","19711025","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051179","녹천중학교","Nokcheon Middle School","서울특별시북부교육지원청","01905","서울특별시 노원구 월계로 376","(월계동)","02-978-4592","http://www.nokcheon.ms.kr","02-978-4594","남여공학","","N","일반계","","전기","주간","19950110","19950506","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051178","노일중학교","Noil Middle School","서울특별시북부교육지원청","01613","서울특별시 노원구 동일로231길 24","/ 노일중학교 (상계동)","02-3391-0092","http://www.noil.ms.kr","02-938-9951","남여공학","","N","일반계","","전기","주간","19950301","19950504","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051177","노원중학교","Nowon Middle School","서울특별시북부교육지원청","01764","서울특별시 노원구 동일로213길 26","(상계동/노원중학교)","02-3391-6921","http://nowon.sen.ms.kr","02-934-9953","남여공학","","N","일반계","","전기","주간","19881224","19890504","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051176","노곡중학교","Nogok Middle School","서울특별시북부교육지원청","01419","서울특별시 도봉구 노해로70길 95","(창동/노곡중학교)","02-996-5232","http://www.nogok.ms.kr","02-996-5260","남여공학","","N","일반계","","전기","주간","19881219","19890506","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","사립","7051175","광운중학교","Kwangwoon Middle school","서울특별시북부교육지원청","01890","서울특별시 노원구 광운로1길 24","(월계동/광운중학교)","02-942-2293","http://www.kwangwoon.ms.kr","02-942-2373","남","","N","일반계","","전기","주간","19641207","19650520","B10","서울특별시교육청","서울특별시","","","","20220731"
"중학교","공립","7051174","공릉중학교","Kongrung Middle School","서울특별시북부교육지원청","01823","서울특별시 노원구 노원로1길 42","(공릉동/공릉중학교)","02-971-5212","http://kongrung.sen.ms.kr","02-948-2717","남여공학","","N","일반계","","전기","주간","19841208","19850430","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","사립","7051173","화랑초등학교","Hwarang Elementary School","서울특별시북부교육지원청","01797","서울특별시 노원구 화랑로 621","(공릉동/화랑초등학교)","02-972-2261","http://www.hwarang-s.es.kr/","02-978-0512","남여공학","","N","일반계","","전기","주간","19671214","19680520","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","사립","7051172","한신초등학교","Hansin Elementary School","서울특별시북부교육지원청","01438","서울특별시 도봉구 노해로49길 69","(쌍문동/한신초등학교)","02-901-7500","http://www.ihansin.net","02-906-5709","남여공학","","N","일반계","","전기","주간","19690605","19690605","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","사립","7051171","태강삼육초등학교","Taegang Sahmyook Elementary School","서울특별시북부교육지원청","01795","서울특별시 노원구 화랑로 815","/ 태강삼육초등학교 (공릉동)","02-972-3671","http://www.taegang.es.kr","02-977-7019","남여공학","","N","일반계","","전기","주간","19491119","19491119","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","사립","7051170","청원초등학교","Cheongwon Elementary School","서울특별시북부교육지원청","01672","서울특별시 노원구 한글비석로 506","/ (상계동/청원초/중/고등학교) (상계동)","02-3399-7888","http://www.cheongwon-seoul.es.kr","02-3399-7896","남여공학","","N","일반계","","전기","주간","19651205","19660510","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051169","서울한천초등학교","Seoul Hancheon Elementary School","서울특별시북부교육지원청","01911","서울특별시 노원구 마들로 45","/ 서울한천초등학교 (월계동)","02-975-5701","https://hancheon.sen.es.kr","02-949-3157","남여공학","","N","일반계","","전기","주간","19831203","19840507","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051168","서울태릉초등학교","Seoul Taereung Elementary School","서울특별시북부교육지원청","01823","서울특별시 노원구 노원로1길 36","/ 서울태릉초등학교 (공릉동)","02-976-1433","http://www.taereung.es.kr","02-948-8759","남여공학","","N","일반계","","전기","주간","19860117","19860501","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051167","서울태랑초등학교","Seoul Taerang Elementary School","서울특별시북부교육지원청","01801","서울특별시 노원구 화랑로51나길 31","/ 서울태랑초등학교 (공릉동)","02-977-7384","http://taerang.sen.es.kr","02-978-8365","남여공학","","N","일반계","","전기","주간","20010611","20011021","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051166","서울초당초등학교","Seoul Chodang Elementary School","서울특별시북부교육지원청","01364","서울특별시 도봉구 해등로32길 11","(방학동)","02-956-1561","http://www.chodang.es.kr","02-956-1563","남여공학","","N","일반계","","전기","주간","19930720","19931028","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051165","서울청계초등학교","Seoul Cheonggye Elementary School","서울특별시북부교육지원청","01781","서울특별시 노원구 공릉로 431","/ 서울청계초등학교 (중계동)","02-949-2824","http://www.scg.es.kr","02-977-9828","남여공학","","N","일반계","","전기","주간","18950901","19920506","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051164","서울창일초등학교","Seoul Chang-il Elementary School","서울특별시북부교육지원청","01424","서울특별시 도봉구 노해로66길 84","/ 창일초등학교 (창동)","02-996-9167","http://www.changil.es.kr","02-990-7224","남여공학","","N","일반계","","전기","주간","19900716","19901109","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051163","서울창원초등학교","Seoul Changwon Elementary School","서울특별시북부교육지원청","01427","서울특별시 도봉구 해등로 103","(창동/서울창원초등학교)","02-991-9167","http://changwon.sen.es.kr","02-908-4937","남여공학","","N","일반계","","전기","주간","19900716","19901130","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051162","서울창림초등학교","Seoul Chang-rim Elementary School","서울특별시북부교육지원청","01486","서울특별시 도봉구 덕릉로63길 46","(창동)","02-992-8633","http://www.changlim.es.kr","02-993-4791","남여공학","","N","일반계","","전기","주간","19970604","20001101","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051161","서울창동초등학교","Seoul Changdong Elementary School","서울특별시북부교육지원청","01400","서울특별시 도봉구 해등로16길 81","(창동)","02-900-9575","changdong-s.sen.es.kr","02-900-9576","남여공학","","N","일반계","","전기","주간","19300401","19300401","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051160","서울창도초등학교","Seoul Changdo Elementary School","서울특별시북부교육지원청","01338","서울특별시 도봉구 방학로 32-28","(방학동/ 서울창도초등학교)","02-3492-0008","http://www.changdo.es.kr","02-3492-9348","남여공학","","N","일반계","","전기","주간","19821007","19821007","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051159","서울창경초등학교","Seoul Changgyeong Elementary School","서울특별시북부교육지원청","01432","서울특별시 도봉구 도봉로129길 54","(쌍문동/창경초등학교)","02-995-5265","http://www.changkyung.es.kr","02-998-1626","남여공학","","N","일반계","","전기","주간","19890901","19451101","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051158","서울중현초등학교","Seoul Joonghyun Elementary School","서울특별시북부교육지원청","01862","서울특별시 노원구 섬밭로 181","/ 서울중현초등학교 (하계동/중현초등학교)","02-979-8433","http://joonghyun.es.kr","02-971-0334","남여공학","","N","일반계","","전기","주간","19891018","19900427","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051157","서울중평초등학교","Seoul Jungpyong Elementary School","서울특별시북부교육지원청","01776","서울특별시 노원구 섬밭로 241","/ 서울중평초등학교 (하계동)","02-979-2388","http://www.jungpyong.es.kr","02-979-6331","남여공학","","N","일반계","","전기","주간","19880425","19880425","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051156","서울중원초등학교","Seoul Jungwon Elementary School","서울특별시북부교육지원청","01777","서울특별시 노원구 섬밭로 316","(중계동)","02-971-4771","www.jungwon.es.kr","02-971-4775","남여공학","","N","일반계","","전기","주간","19900407","19901114","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051155","서울중계초등학교","Seoul Junggye Elementary School","서울특별시북부교육지원청","01699","서울특별시 노원구 한글비석로19길 39","/ 서울중계초등학교 (중계동)","02-930-6004","http://jg.es.kr","02-934-8850","남여공학","","N","일반계","","전기","주간","19751002","19751002","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051154","서울자운초등학교","Seoul Jawoon Elementary School","서울특별시북부교육지원청","01411","서울특별시 도봉구 마들로13길 166","/ 서울자운초등학교 (창동)","02-908-0385","http://www.jawoon.es.kr","02-908-0382","남여공학","","N","일반계","","전기","주간","19970105","19970611","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051153","서울을지초등학교","Seoul Eulji Elementary School","서울특별시북부교육지원청","01741","서울특별시 노원구 중계로 239","(중계동)","02-2092-2499","http://eulji.es.kr","02-939-4112","남여공학","","N","일반계","","전기","주간","19940105","19940422","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051152","서울월천초등학교","Seoul Wolcheon Elementary School","서울특별시북부교육지원청","01420","서울특별시 도봉구 노해로70길 96","(창동/서울월천초등학교)","02-993-9448","http://wol.sen.es.kr","02-990-8754","남여공학","","N","일반계","","전기","주간","19880928","19890511","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051151","서울월계초등학교","Seoul Wolgye Elementary School","서울특별시북부교육지원청","01882","서울특별시 노원구 월계로45가길 10","(월계동/월계초등학교)","02-999-2381","www.i-wolgye.es.kr","02-999-2384","남여공학","","N","일반계","","전기","주간","19920715","19930506","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051150","서울원광초등학교","Seoul Wonkwang Elementary School","서울특별시북부교육지원청","01713","서울특별시 노원구 덕릉로76길 18","(중계동/원광초등학교)","02-951-3358","http://www.wonkwang.es.kr","02-931-9108","남여공학","","N","일반계","","전기","주간","19911030","19920701","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051149","서울용원초등학교","Seoul Yong-won Elementary School","서울특별시북부교육지원청","01851","서울특별시 노원구 섬밭로 144","/ 용원초등학교 (공릉동/ 서울용원초등학교)","02-948-5302","www.yong1.es.kr","02-948-5304","남여공학","","N","일반계","","전기","주간","19950625","19960506","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051148","서울용동초등학교","Seoul Yongdong Elementary School","서울특별시북부교육지원청","01789","서울특별시 노원구 한글비석로1길 81-11","(중계동/용동초등학교)","02-949-0025","http://www.yongdong.es.kr","02-949-0356","남여공학","","N","일반계","","전기","주간","19910325","19920423","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051147","서울온곡초등학교","Seoul Ongok Elementary School","서울특별시북부교육지원청","01671","서울특별시 노원구 한글비석로52길 59","(상계동/온곡초등학교)","02-937-7136","www.ongok.es.kr","02-951-1397","남여공학","","N","일반계","","전기","주간","19880209","19881010","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051146","서울오봉초등학교","Seoul Obong Elementary School","서울특별시북부교육지원청","01310","서울특별시 도봉구 시루봉로 285","/ 서울오봉초등학교 (도봉동)","02-3492-8613","https://obong.sen.es.kr","02-3493-9358","남여공학","","N","일반계","","전기","주간","20000301","20000301","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051145","서울연촌초등학교","Seoul Yeonchon Elementary School","서울특별시북부교육지원청","01810","서울특별시 노원구 공릉로58길 36","/ 서울연촌초등학교 (하계동)","02-972-1676","http://yeonchon.es.kr/","02-949-3465","남여공학","","N","일반계","","전기","주간","19451110","19451110","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051144","서울연지초등학교","Seoul Yeonji Elementary School","서울특별시북부교육지원청","01864","서울특별시 노원구 월계로55길 48","(월계동)","02-979-8092","http://seoulyeonji.sen.es.kr","02-979-8094","남여공학","","N","일반계","","전기","주간","19980301","19980612","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051143","서울쌍문초등학교","Seoul Ssangmun Elementary School","서울특별시북부교육지원청","01378","서울특별시 도봉구 우이천로 360","/ 서울쌍문초등학교 (쌍문동/쌍문초등학교)","02-992-5672","http://www.ssangmun.es.kr","02-998-9510","남여공학","","N","일반계","","전기","주간","19740430","19740430","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051142","서울신화초등학교","Seoul Sinhwa Elementary School","서울특별시북부교육지원청","01482","서울특별시 도봉구 우이천로 120","/ 신화초등학교 (창동)","02-992-9031","http://www.sinhwa.es.kr","02-991-3484","남여공학","","N","일반계","","전기","주간","19840730","19841030","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051141","서울신학초등학교","Seoul Sinhak Elementary School","서울특별시북부교육지원청","01362","서울특별시 도봉구 방학로 247-21","(방학동)","02-956-2802","http://www.seoulsinhak.es.kr","02-3491-9163","남여공학","","N","일반계","","전기","주간","19880109","19880504","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051140","서울신창초등학교","Seoul Sinchang Elementary School","서울특별시북부교육지원청","01480","서울특별시 도봉구 덕릉로60길 93","/ 신창초등학교 (창동)","02-999-8070","http://shinchang.sen.es.kr","02-996-8333","남여공학","","N","일반계","","전기","주간","19710105","19710512","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051139","서울신상계초등학교","Seoul Sinsang-gye Elementary School","서울특별시북부교육지원청","01639","서울특별시 노원구 상계로 267","/ 신상계초등학교 (상계동)","02-935-7095","http://www.sinsanggye.es.kr","02-936-5039","남여공학","","N","일반계","","전기","주간","19700522","19700522","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051138","서울신방학초등학교","Seoul Sinbanghak Elementary School","서울특별시북부교육지원청","01316","서울특별시 도봉구 시루봉로 173","/ 서울신방학초등학교 (방학동)","02-956-6508","https://sbh.sen.es.kr","02-954-8059","남여공학","","N","일반계","","전기","주간","19860424","19860424","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051137","서울신계초등학교","Seoul Singye Elementary School","서울특별시북부교육지원청","01877","서울특별시 노원구 초안산로 29","(월계동/신계초등학교)","02-902-0009","www.singye.es.kr/","02-990-4810","남여공학","","N","일반계","","전기","주간","19810701","19821021","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051136","서울숭미초등학교","Seoul Sungmi Elementary School","서울특별시북부교육지원청","01380","서울특별시 도봉구 노해로 179","(쌍문동/숭미초등학교)","02-904-9552","http://sungmi.sen.es.kr","02-904-6410","남여공학","","N","일반계","","전기","주간","19810610","19831103","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051135","서울수암초등학교","Seoul Suam Elementary School","서울특별시북부교육지원청","01725","서울특별시 노원구 중계로12길 9","(중계동/수암초등학교)","02-3392-4277","http://www.suam.es.kr","02-3392-4128","남여공학","","N","일반계","","전기","주간","20000301","20000607","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051134","서울수락초등학교","Seoul Surak Elementary School","서울특별시북부교육지원청","01602","서울특별시 노원구 동일로 1745","(상계동/서울수락초등학교)","02-939-0076","http://www.surak.es.kr","02-951-4920","남여공학","","N","일반계","","전기","주간","19830406","19830406","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051133","서울선곡초등학교","Seoul Seon-gok Elementary School","서울특별시북부교육지원청","01899","서울특별시 노원구 광운로2길 1","/ 서울선곡초등학교 (월계동)","02-918-6458","http://www.sungok.es.kr","02-911-6347","남여공학","","N","일반계","","전기","주간","19740901","19750313","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051132","서울상천초등학교","Seoul Sangchun Elementary School","서울특별시북부교육지원청","01765","서울특별시 노원구 덕릉로 443","/ 서울상천초등학교 (상계동)","02-938-0204","http://www.sangchun.es.kr","02-935-0421","남여공학","","N","일반계","","전기","주간","19890930","19890930","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051131","서울상월초등학교","Seoul Sangwol Elementary School","서울특별시북부교육지원청","01687","서울특별시 노원구 동일로221길 27","(상계동)","02-939-7368","sw.sen.es.kr","02-932-2966","남여공학","","N","일반계","","전기","주간","19900120","19900529","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051130","서울상원초등학교","Seoul Sangwon Elementary School","서울특별시북부교육지원청","01672","서울특별시 노원구 한글비석로54길 119","(상계동)","02-938-7974","http://www.sangwon.es.kr","02-935-0590","남여공학","","N","일반계","","전기","주간","19890513","19890930","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051129","서울상수초등학교","Seoul Sangsoo Elementary School","서울특별시북부교육지원청","01755","서울특별시 노원구 동일로216길 66","/ 서울상수초등학교 (상계동)","02-932-1442","http://www.sangsoo.es.kr","02-938-7684","남여공학","","N","일반계","","전기","주간","19880209","19881008","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051128","서울상곡초등학교","Seoul Sanggok Elementary School","서울특별시북부교육지원청","01677","서울특별시 노원구 노원로38길 34","/ 서울상곡초등학교 (상계동)","02-935-9205","http://www.sanggok.es.kr","02-938-3950","남여공학","","N","일반계","","전기","주간","19880928","19890503","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051127","서울상계초등학교","Seoul Sang-gye Elementary School","서울특별시북부교육지원청","01685","서울특별시 노원구 상계로9길 39","/ 서울상계초등학교 (상계동)","02-939-6811","http://www.sanggye.es.kr","02-932-5140","남여공학","","N","일반계","","전기","주간","19460911","19460911","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051126","서울상경초등학교","Seoul Sanggyeong Elementary School","서울특별시북부교육지원청","01618","서울특별시 노원구 수락산로 237","(상계동/상경초등학교)","02-937-3147","sanggyeong.sen.es.kr","02-934-7687","남여공학","","N","일반계","","전기","주간","19890504","19890504","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051125","서울불암초등학교","Seoul Bulam Elementary School","서울특별시북부교육지원청","01721","서울특별시 노원구 중계로 178","/ 서울불암초등학교 (중계동)","02-932-5581","http://www.bulam.es.kr","02-932-5584","남여공학","","N","일반계","","전기","주간","19930901","19931101","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051124","서울백운초등학교","Seoul Baegun Elementary School","서울특별시북부교육지원청","01368","서울특별시 도봉구 삼양로146길 17","(쌍문동)","02-993-5727","http://www.s-baegun.es.kr","02-996-8493","남여공학","","N","일반계","","전기","주간","19800520","19800930","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051123","서울방학초등학교","Seoul Banghak Elementary School","서울특별시북부교육지원청","01357","서울특별시 도봉구 도당로9길 34","/ 방학초등학교 (방학동)","02-3491-6361","http://banghakcho.es.kr","02-3492-2226","남여공학","","N","일반계","","전기","주간","19820707","19821007","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051122","서울동일초등학교","Seoul Dong-il Elementary School","서울특별시북부교육지원청","01619","서울특별시 노원구 한글비석로 566","/ 동일초등학교 (상계동)","02-935-8225","http://dongil.sen.es.kr/","02-934-8198","남여공학","","N","일반계","","전기","주간","19880928","19890425","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051121","서울도봉초등학교","Seoul Dobong Elementary School","서울특별시북부교육지원청","01313","서울특별시 도봉구 도봉로173길 96","(도봉동)","02-6011-3120","http://dobong.sen.es.kr","02-955-6413","남여공학","","N","일반계","","전기","주간","19660628","19660905","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051120","서울덕암초등학교","Seoul Deokam Elementary School","서울특별시북부교육지원청","01645","서울특별시 노원구 덕릉로112길 68","/ 서울덕암초등학교 (상계동)","02-3392-0058","http://deokam.es.kr/","02-3392-0686","남여공학","","N","일반계","","전기","주간","20030106","20030501","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051119","서울당현초등학교","Seoul Danghyeon Elementary School","서울특별시북부교육지원청","01764","서울특별시 노원구 동일로213길 52","/ 서울당현초등학교 (상계동)","02-932-0605","http://danghyeon.es.kr","02-933-9005","남여공학","","N","일반계","","전기","주간","19880209","19880418","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051118","서울누원초등학교","Seoul Nuwon Elementary School","서울특별시북부교육지원청","01318","서울특별시 도봉구 마들로 859-44","(도봉동)","02-955-5162","http://www.nuwon.es.kr","02-955-5164","남여공학","","N","일반계","","전기","주간","19930720","19931111","B10","서울특별시교육청","서울특별시","","","","20220731"
"초등학교","공립","7051117","서울녹천초등학교","Seoul Nokcheon Elementary School","서울특별시북부교육지원청","01907","서울특별시 노원구 마들로3길 34","/ 서울녹천초등학교 (월계동)","02-977-0670","http://nokcheon.es.kr","02-977-0674","남여공학","","N","일반계","","전기","주간","19950110","19951004","B10","서울특별시교육청","서울특별시","","","","20220731"
